ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,Pitch (Deg),Roll (Deg),Heading (Deg),MagX,MagY,MagZ
0.09270315617322922,0.001417691819369793,9.85609245300293,0.0020697814914054373,-0.0027304066878267143,0.0022170901899436976,0.0,2019-08-07 13:16:08:270,-3.5892222135704537,3.599835172493105,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.09030840545892715,-0.012950805947184563,9.86567211151123,0.002336162618994662,-0.0048614559686148365,-0.0068398684081642635,0.01000356674194336,2019-08-07 13:16:08:280,-7.1042179037395865,-0.07196949237691852,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.07354515790939331,-0.027319304645061493,9.810592651367188,0.003135306001762336,-0.005926980478971734,-0.0004467211834764202,0.01999807357788086,2019-08-07 13:16:08:290,-10.550217181151138,-3.6690986121493836,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.09030840545892715,0.013391440734267235,9.824960708618164,-0.00032764881944403687,-0.006193361606560959,-0.0004467211834764202,0.030023574829101562,2019-08-07 13:16:08:300,-13.925193752843807,0.0029059193855376364,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.13101914525032043,-0.0009770578471943736,9.846513748168945,0.00020511348449834825,-0.0019312633050590406,-0.0009794834711641602,0.03999948501586914,2019-08-07 13:16:08:310,-17.23036126851416,-3.5971533846593324,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.11665065586566925,0.008601941168308258,9.86567211151123,0.0020697814914054373,-6.659528596096748e-05,8.60411123386422e-05,0.04999852180480957,2019-08-07 13:16:08:320,-20.472168101099612,0.07262848477413009,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.09270315617322922,0.03015468828380108,9.836935043334961,0.0012706381086377639,-0.00566059935138251,-0.0004467211834764202,0.06000375747680664,2019-08-07 13:16:08:330,-23.648745881224954,3.666949337526544,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.1262296438217163,-0.00337180751375854,9.834540367126465,-0.0016595545549180318,0.0017980727412644285,-0.0033769137495043436,0.07002544403076172,2019-08-07 13:16:08:340,-26.762075362894745,-0.00506290950142585,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.05917666107416153,-0.00337180751375854,9.853697776794434,-0.00272507906527493,-0.0016648821774698163,-0.0009794834711641602,0.0800015926361084,2019-08-07 13:16:08:350,-29.819019510458013,-3.603043055263754,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.06636090576648712,0.00620719138532877,9.812987327575684,0.0012706381086377639,0.0012653104860859794,-0.005507962770218141,0.09007072448730469,2019-08-07 13:16:08:361,-32.8156052983165,0.06757456477623958,0,-32.236873626708984,26.83907127380371,-88.01416015625
0.09749265760183334,-0.03450355306267738,9.851303100585938,0.004999974154961233,-0.003263168943005164,0.00035242226430983473,0.10001301765441895,2019-08-07 13:16:08:370,-35.746131406229246,-3.5325547251751694,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.06875565648078918,-0.00337180751375854,9.8034086227417,0.0015370192362269886,-0.0037959311981836125,-0.0033769137495043436,0.11002779006958008,2019-08-07 13:16:08:380,-38.62103753634806,-7.062373810892438,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.09749265760183334,-0.06084579974412918,9.779460906982422,0.002336162618994662,-0.002996787815415939,-0.00018034003963255039,0.11999964714050293,2019-08-07 13:16:08:390,-41.435515432836475,-10.515304835401498,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.107071653008461,-0.00337180751375854,9.726776123046875,-0.002192316810096481,-0.007258886116917857,-0.0012458645987533845,0.1300356388092041,2019-08-07 13:16:08:401,-44.190100952768596,-13.903366091228058,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.09270315617322922,0.0038124416023492813,9.793828964233398,-0.003524222448042604,-0.0048614559686148365,-0.0023113892391474454,0.1399996280670166,2019-08-07 13:16:08:410,-46.8927327613875,-10.023773119548336,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.09509790688753128,-0.00337180751375854,9.841724395751953,-0.0013931734273288073,-0.003529550070594388,-0.004708819387450467,0.1500232219696045,2019-08-07 13:16:08:420,-49.54181926648655,-13.422120952027901,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.1334138959646225,-0.03210880234837532,9.805803298950195,0.00393444938453001,-0.00246402556023749,0.004081758343142595,0.16000008583068848,2019-08-07 13:16:08:430,-52.13401262106357,-16.7521303576883,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.09270315617322922,0.001417691819369793,9.753118515014648,0.0015370192362269886,-0.0016648821774698163,-0.004975200515039691,0.170029878616333,2019-08-07 13:16:08:440,-54.67950318240106,-12.81811992372782,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.09030840545892715,-0.010556057095527649,9.853697776794434,-6.126766340918298e-05,-0.00805802949968553,-0.0017786268539318336,0.18000006675720215,2019-08-07 13:16:08:450,-57.17090009783101,-16.160495631543213,0,-32.38681411743164,28.788278579711914,-87.56434631347656
0.10467690229415894,-0.00337180751375854,9.841724395751953,-6.126766340918298e-05,-0.004062312325772837,0.00035242226430983473,0.1900334358215332,2019-08-07 13:16:08:460,-59.613005965497834,-19.43685860793,0,-32.38681411743164,28.788278579711914,-87.56434631347656
