ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Pitch (Deg),Roll (Deg),Heading (Deg),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.04453755542635918,0.10401355475187302,9.758281707763672,-0.0004688308170663259,-0.004421394085763112,0.0037407904998283874,-3.594769988582784,3.5877861447394994,0,0.0,2019-08-06 15:43:05:819
0.05172180384397507,0.17346130311489105,9.846887588500977,-0.002599880065345157,-0.0017575828098708665,0.005339077265363735,-7.116537396012708,7.096316934725216,0,0.0032243728637695312,2019-08-06 15:43:05:822
0.07087980210781097,0.12796105444431305,9.815755844116211,6.393147468507523e-05,-0.0022903450650493154,0.0013433600914510408,-10.565540288688485,10.539442015464205,0,0.0062711238861083984,2019-08-06 15:43:05:825
0.08045879751443863,0.11598730832338333,9.775045394897461,-0.0020671176801295454,-0.0054869185961200105,0.006404601775720633,-13.943644752437814,13.915491100601628,0,0.010013103485107422,2019-08-06 15:43:05:829
0.09482730180025101,0.1375400573015213,9.861255645751953,0.0013958372386046994,-0.004155012958173888,0.0021425034742187147,-17.253002758692144,17.220947630999927,0,0.013228416442871094,2019-08-06 15:43:05:832
0.1403275430202484,0.10640830546617508,9.777440071105957,-0.004464548218544054,-0.004155012958173888,0.0010769789638618162,-20.490793307568122,20.46481472043289,0,0.016246557235717773,2019-08-06 15:43:05:835
0.09722204506397247,0.13275055587291718,9.937888145446777,-0.002333498937755932,-0.00015929593055300162,0.0010769789638618162,-23.66973372815595,23.64070458710715,0,0.020004749298095703,2019-08-06 15:43:05:839
0.08764304965734482,0.13275055587291718,9.760676383972168,0.0011294561110154748,-0.0009584393620846114,0.0016097412190402653,-26.785876467220067,26.752101964977058,0,0.023227930068969727,2019-08-06 15:43:05:842
0.06369554996490479,0.16148754954338074,9.842098236083984,-0.004464548218544054,-0.0014912016822816417,0.002941646856986388,-29.842488499929438,29.799021474247194,0,0.026267051696777344,2019-08-06 15:43:05:845
0.05411655455827713,0.05132906511425972,9.751097679138184,-0.0012679742973618717,-0.004687775213352337,0.003208027984575613,-32.838294309736305,32.797275483796355,0,0.030008792877197266,2019-08-06 15:43:05:849
0.09003780037164688,0.15190854668617249,9.842098236083984,-0.0007352119771648412,-0.0022903450650493154,-0.0013204513144783674,-35.77063199389177,35.72377743896505,0,0.033225059509277344,2019-08-06 15:43:05:852
0.1618802845478058,0.1447243094444275,9.854071617126465,0.000863074918407669,-0.004155012958173888,-0.0007876890592999184,-38.635680012478815,38.59232455061518,0,0.03629493713378906,2019-08-06 15:43:05:855
0.12595903873443604,0.1375400573015213,9.760676383972168,-0.0020671176801295454,-0.007085205881804008,-0.0026523570824616527,-41.446700095783406,41.404763367392206,0,0.04001355171203613,2019-08-06 15:43:05:859
0.1355380415916443,0.1447243094444275,9.84449291229248,-0.004464548218544054,-0.0014912016822816417,-0.0005213078992014032,-44.20170973410377,44.160662955129595,0,0.04336357116699219,2019-08-06 15:43:05:862
0.15230129659175873,0.12077680975198746,9.798992156982422,6.393147468507523e-05,-0.003622250702995438,-0.0010540701868891429,-46.89923700730066,46.86331539590273,0,0.04645872116088867,2019-08-06 15:43:05:866
0.1283537894487381,0.1566980481147766,9.851676940917969,0.00033031263071992917,-0.004687775213352337,0.0018761223466294901,-49.5453960629466,49.50775866525595,0,0.04998183250427246,2019-08-06 15:43:05:869
0.11159054934978485,0.0920398086309433,9.837308883666992,0.00033031263071992917,-0.0022903450650493154,-0.00025492675535753324,-52.141076970088136,52.10682284132859,0,0.0531926155090332,2019-08-06 15:43:05:872
0.16906453669071198,0.0920398086309433,9.837308883666992,-0.0020671176801295454,-0.00042567707439687154,0.0016097412190402653,-54.67849184908244,54.654313713249344,0,0.05619454383850098,2019-08-06 15:43:05:875
0.09722204506397247,0.05611856281757355,9.842098236083984,-0.0007352119771648412,-0.0022903450650493154,0.0010769789638618162,-57.17311444440045,57.15485039487413,0,0.059992074966430664,2019-08-06 15:43:05:879
0.0756693035364151,0.12796105444431305,9.815755844116211,0.00033031263071992917,-0.0028231073202277645,-0.0010540701868891429,-59.62030924270628,59.59675615766738,0,0.06320476531982422,2019-08-06 15:43:05:882
0.09003780037164688,0.1183820590376854,9.892387390136719,-0.0020671176801295454,-0.003622250702995438,0.0037407904998283874,-62.01686569270477,61.99145541278812,0,0.0661933422088623,2019-08-06 15:43:05:885
0.06609030067920685,0.08246081322431564,9.825334548950195,-0.00393178570329128,-0.003888631830584663,-0.0005213078992014032,-64.36799061892984,64.34284829857366,0,0.06999397277832031,2019-08-06 15:43:05:889
0.15709078311920166,0.10640830546617508,9.787018775939941,-0.001534355424951096,-0.00042567707439687154,-0.0021195946972460415,-66.66216271940831,66.64380927255137,0,0.07320094108581543,2019-08-06 15:43:05:892
0.1355380415916443,0.09682931005954742,9.870835304260254,-0.003132642320523606,-0.0033558695754062136,0.002408884601807939,-68.91261635874187,68.90022390217192,0,0.07622241973876953,2019-08-06 15:43:05:895
0.1211695447564125,0.13514530658721924,9.856466293334961,-0.005530072728900952,-0.007884349264571683,-0.0039842627204077765,-71.11860479261767,71.10768163622558,0,0.0800008773803711,2019-08-06 15:43:05:899
0.11638004332780838,0.12796105444431305,9.851676940917969,-0.003132642320523606,-0.0028231073202277645,0.002941646856986388,-73.28218532893392,73.27121189441422,0,0.08322477340698242,2019-08-06 15:43:05:902
