ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,Pitch (Deg),Roll (Deg),Heading (Deg),MagX,MagY,MagZ
0.21974942088127136,-0.05871926248073578,9.824233055114746,0.0010255674062370958,0.0031851193376401022,-0.0027208169672335025,0.0,2019-08-06 13:46:48:009,-3.5743723197907666,-3.5931509648946007,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.24609166383743286,-0.08266676217317581,9.840996742248535,-0.0008391006169246387,0.005582549485943123,0.003938711482571438,0.010022878646850586,2019-08-06 13:46:48:019,-7.077376948010478,-7.111189971008864,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.24130216240882874,-0.08266676217317581,9.824233055114746,0.0002264239747054862,0.006648073996300022,-0.001655292456876604,0.020030736923217773,2019-08-06 13:46:48:029,-10.511424982019058,-10.559451241236435,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.22932840883731842,-0.08027201145887375,9.80986499786377,-0.0008391006169246387,0.004517024975586225,-0.001655292456876604,0.03001713752746582,2019-08-06 13:46:48:039,-13.876945772948112,-13.938415132218353,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.23890741169452667,-0.10421950370073318,9.788311958312988,-0.002970149702657017,0.0007876890592999184,-0.002987198094822727,0.03999519348144531,2019-08-06 13:46:48:049,-17.171884885510487,-17.24578226023118,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.2628549039363861,-0.08745625615119934,9.838602066040039,-0.0011054818095324445,0.0018532135696568165,0.0007421378864821609,0.04999876022338867,2019-08-06 13:46:48:059,-20.39888034267381,-20.49005978426113,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.26046016812324524,-0.03237701579928398,9.817049026489258,-0.0024373874474785677,0.0034515004652293266,-0.001655292456876604,0.05999565124511719,2019-08-06 13:46:48:069,-23.56244451861056,-23.675111163115215,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.2700391709804535,-0.03956126421689987,9.814654350280762,-0.0016382440647108938,0.010377409782549165,-0.004052722605179625,0.07002067565917969,2019-08-06 13:46:48:079,-26.665516485349197,-26.796067793066864,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.2772234082221985,-0.07548251003026962,9.7811279296875,0.0007591862786478714,0.006648073996300022,0.0028731869722145387,0.07999300956726074,2019-08-06 13:46:48:089,-29.70345908290684,-29.851728503747793,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.29159191250801086,-0.08506150543689728,9.795495986938477,-3.9957173202045016e-05,0.0034515004652293266,0.00047575672638364575,0.09002256393432617,2019-08-06 13:46:48:099,-32.67723214506985,-32.84472085261008,0,-53.67814254760742,26.08937644958496,-36.88498306274414
0.2700391709804535,-0.09224575757980347,9.785917282104492,-0.0016382440647108938,0.009045504664751694,-0.0005897678815011245,0.09999752044677734,2019-08-06 13:46:48:109,-35.59714067945025,-35.77610735357795,0,-53.07838821411133,27.88864517211914,-37.484737396240234
0.23411791026592255,-0.08745625615119934,9.745206832885742,-3.9957173202045016e-05,0.00824636128198402,-0.005118247115536523,0.1100001335144043,2019-08-06 13:46:48:119,-38.462305325010384,-38.650279268580846,0,-53.07838821411133,27.88864517211914,-37.484737396240234
