ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Pitch (Deg),Roll (Deg),Heading (Deg),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.027774307876825333,-0.01811867579817772,9.791808128356934,0.0013958372386046994,-0.004954156340941561,0.0010769789638618162,-3.596749637387527,-3.597879610271838,0,0.0,2019-08-06 15:26:17:832
0.01819530874490738,0.05851331353187561,9.846887588500977,0.0011294561110154748,-0.004954156340941561,0.0026752657293971638,-7.1217932930678,0.06706259651213253,0,0.0032494068145751953,2019-08-06 15:26:17:835
0.015800558030605316,-0.013329177163541317,9.820545196533203,0.002727743006587985,-0.003622250702995438,0.0013433600914510408,-10.576833927213535,-3.533235262656414,0,0.006591796875,2019-08-06 15:26:17:838
0.030169056728482246,0.024986818432807922,9.923519134521484,0.00033031263071992917,-0.003622250702995438,0.0026752657293971638,-13.96118305558818,0.13448661304757792,0,0.009691476821899414,2019-08-06 15:26:17:841
0.04453755542635918,-0.02530292607843876,9.827729225158691,-0.0004688308170663259,-0.002023963937460091,0.0008105978362725917,-17.27643022501073,-3.4651749407413535,0,0.012649059295654297,2019-08-06 15:26:17:844
0.11638004332780838,-0.013329177163541317,9.791808128356934,0.0021949807514095357,-0.008683492647339357,0.002941646856986388,-20.515391078203475,-6.994789672660158,0,0.01652836799621582,2019-08-06 15:26:17:848
0.05411655455827713,0.04893431439995766,9.854071617126465,0.002727743006587985,-0.005753299723709235,0.0037407904998283874,-23.697596291534676,-3.2611503786728773,0,0.02022409439086914,2019-08-06 15:26:17:852
0.07087980210781097,0.02259206771850586,9.916335105895996,0.0024613618789987605,-0.0030894884478169893,0.003474409372239163,-26.81501831738384,0.40111502606692495,0,0.02273416519165039,2019-08-06 15:26:17:854
0.030169056728482246,0.03217106685042381,9.803781509399414,-0.001534355424951096,-0.0022903450650493154,0.0013433600914510408,-29.874697697575638,3.9896633322869155,0,0.026575088500976562,2019-08-06 15:26:17:858
0.03256380558013916,0.027381567284464836,9.815755844116211,0.00033031263071992917,-0.004954156340941561,-0.00025492675535753324,-32.872515849409126,7.5066143871516875,0,0.029761314392089844,2019-08-06 15:26:17:861
0.030169056728482246,0.003434071084484458,9.858860969543457,0.00033031263071992917,-0.0028231073202277645,0.004007171627417612,-35.81109649186607,10.956028843313836,0,0.03267860412597656,2019-08-06 15:26:17:864
-0.0033574390690773726,-0.00853967759758234,9.87322998046875,6.393147468507523e-05,-0.002023963937460091,0.004806315010185286,-31.494846672719955,7.137886216166501,0,0.03635287284851074,2019-08-06 15:26:17:868
0.003826810047030449,-0.001355428365059197,9.801386833190918,0.0024613618789987605,-0.006286061978887684,0.0010769789638618162,-34.46324812295271,3.3947958630628112,0,0.03990626335144043,2019-08-06 15:26:17:871
0.037353307008743286,-0.04925042390823364,9.870835304260254,-0.00020244967322245603,-0.0014912016822816417,0.0021425034742187147,-37.36940021410501,-0.2673490917011918,0,0.04285120964050293,2019-08-06 15:26:17:874
-0.027304936200380325,0.03217106685042381,9.887598037719727,0.0016622183661939237,-0.006286061978887684,0.002941646856986388,-33.023876697279135,3.33392570708135,0,0.04653429985046387,2019-08-06 15:26:17:878
0.01819530874490738,-0.022908175364136696,9.784624099731445,0.0005966937908184444,-0.0006920582344953867,0.004539933882596061,-35.96112992003407,-0.3301892074270998,0,0.050093889236450195,2019-08-06 15:26:17:882
0.0014320602640509605,0.017802570015192032,9.880414009094238,0.0011294561110154748,-0.003622250702995438,0.0005442166761740764,-38.841129462288876,3.2741591068811937,0,0.05310177803039551,2019-08-06 15:26:17:885
0.06848505139350891,-0.01811867579817772,9.830123901367188,0.00033031263071992917,-0.005220537468530785,0.0042735527550068365,-41.65530425424585,-0.3892764445105179,0,0.0565791130065918,2019-08-06 15:26:17:888
0.07087980210781097,0.04653956741094589,9.928308486938477,0.0011294561110154748,-0.0028231073202277645,0.0016097412190402653,-44.41351258666972,3.2129355967510795,0,0.05976390838623047,2019-08-06 15:26:17:891
0.03256380558013916,0.010618319734930992,9.839703559875488,-0.00020244967322245603,-0.0009584393620846114,0.0026752657293971638,-47.12129339641092,6.747473377112252,0,0.06267428398132324,2019-08-06 15:26:17:894
0.05411655455827713,-0.00853967759758234,9.87322998046875,0.0019285994937831485,-0.00015929593055300162,0.0021425034742187147,-49.7725539228708,3.0131186060457225,0,0.06633520126342773,2019-08-06 15:26:17:898
0.09003780037164688,0.02259206771850586,9.911545753479004,0.0037932675169448835,-0.0030894884478169893,0.005339077265363735,-52.366077389798434,6.549487838690259,0,0.06988668441772461,2019-08-06 15:26:17:901
-0.024910185486078262,-0.027697674930095673,9.94267749786377,-0.0004688308170663259,-0.00255672619263854,0.004007171627417612,-47.72120630726179,2.821767396574105,0,0.0728156566619873,2019-08-06 15:26:17:904
0.013405809178948402,0.02259206771850586,9.880414009094238,-0.002599880065345157,-0.003622250702995438,0.0021425034742187147,-50.36446074283972,6.363262126754087,0,0.07658505439758301,2019-08-06 15:26:17:908
0.1020115464925766,0.034565817564725876,9.92591381072998,0.0024613618789987605,-0.006019680851298459,0.003208027984575613,-52.94431944182688,9.83156659260355,0,0.07976722717285156,2019-08-06 15:26:17:911
0.008616309612989426,-0.00853967759758234,10.031283378601074,-0.0018007365525403206,-0.003622250702995438,0.0018761223466294901,-55.48385577117077,6.036205585381905,0,0.08268284797668457,2019-08-06 15:26:17:914
0.056511301547288895,0.03696056827902794,9.806177139282227,0.0013958372386046994,-0.0017575828098708665,0.0037407904998283874,-57.967212691630216,9.510874660775347,0,0.08635425567626953,2019-08-06 15:26:17:918
-0.005752188619226217,0.008223570883274078,9.78222942352295,-0.001534355424951096,-0.004155012958173888,0.005605458392952959,-53.20769305434063,12.920007432011413,0,0.08999419212341309,2019-08-06 15:26:17:922
0.05411655455827713,-0.006144927814602852,9.832518577575684,-0.0012679742973618717,-0.0006920582344953867,0.003474409372239163,-55.73711720404016,9.062534360572254,0,0.0929567813873291,2019-08-06 15:26:17:925
-0.005752188619226217,0.01301306951791048,9.868440628051758,0.0019285994937831485,-0.0054869185961200105,0.0037407904998283874,-51.0219215928338,12.479378513361436,0,0.09659600257873535,2019-08-06 15:26:17:928
0.027774307876825333,0.04653956741094589,9.837308883666992,0.002994124134177209,-0.0012248205546924172,0.004806315010185286,-53.598028835514455,15.823834396629325,0,0.09978032112121582,2019-08-06 15:26:17:931
0.013405809178948402,0.020197318866848946,9.87322998046875,6.393147468507523e-05,-0.003622250702995438,0.0042735527550068365,-56.12392118064699,19.105003118990798,0,0.10268688201904297,2019-08-06 15:26:17:934
0.0756693035364151,-0.01811867579817772,9.820545196533203,6.393147468507523e-05,-0.0014912016822816417,0.005605458392952959,-58.59234110354867,15.125005566820386,0,0.10593914985656738,2019-08-06 15:26:17:937
0.03974805399775505,0.015407819300889969,9.882808685302734,6.393147468507523e-05,-0.00255672619263854,-0.0007876890592999184,-61.015383628346044,18.420706364668856,0,0.1094350814819336,2019-08-06 15:26:17:941
0.020590057596564293,0.03696056827902794,9.84449291229248,-0.0020671176801295454,-0.004954156340941561,0.00507269613777451,-63.39179185162564,21.648360247893184,0,0.1126251220703125,2019-08-06 15:26:17:944
0.05172180384397507,0.02259206771850586,9.861255645751953,0.0013958372386046994,-0.00042567707439687154,0.0010769789638618162,-65.71785743007538,24.812477994292994,0,0.11632227897644043,2019-08-06 15:26:17:948
-0.000962689402513206,0.0297763179987669,9.851676940917969,0.002994124134177209,-0.0030894884478169893,0.003474409372239163,-60.802999889532515,27.91217149207213,0,0.11985230445861816,2019-08-06 15:26:17:951
0.04453755542635918,0.0393553152680397,9.940282821655273,-0.0004688308170663259,-0.006019680851298459,0.0013433600914510408,-63.18081861426747,30.949468078382083,0,0.1227724552154541,2019-08-06 15:26:17:954
0.04693230614066124,0.03696056827902794,9.820545196533203,-0.0012679742973618717,0.0011726098536849292,0.0042735527550068365,-65.51197841640982,33.926438958749884,0,0.12660670280456543,2019-08-06 15:26:17:958
0.042142804712057114,-0.0037501780316233635,9.818150520324707,0.0005966937908184444,-0.002023963937460091,0.004539933882596061,-67.79645695841869,29.648240782146324,0,0.12980318069458008,2019-08-06 15:26:17:961
0.05172180384397507,0.03217106685042381,9.849282264709473,0.002727743006587985,-0.006552443626625559,0.0016097412190402653,-70.03343670791065,32.65108610563764,0,0.1327211856842041,2019-08-06 15:26:17:964
-0.012936437502503395,-0.04446092247962952,9.830123901367188,0.002727743006587985,-0.006286061978887684,0.003474409372239163,-65.03290574060664,28.402652637115715,0,0.13660335540771484,2019-08-06 15:26:17:968
0.03974805399775505,0.020197318866848946,9.818150520324707,-0.0012679742973618717,-0.004954156340941561,0.0018761223466294901,-67.32672488705364,31.432468430327223,0,0.13977980613708496,2019-08-06 15:26:17:971
