ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,Pitch (Deg),Roll (Deg),Heading (Deg),MagX,MagY,MagZ
0.09988740086555481,-0.015345555730164051,9.748329162597656,-0.0011267922997395827,0.002064453868853653,0.0008851845519975746,0.0,2019-08-07 13:39:46:159,-3.5882586520892223,-3.598196132205426,0,-26.689132690429688,40.18363952636719,-37.18486022949219
0.11186115443706512,0.1498921662569046,9.810592651367188,0.007397404303264255,0.002597216124032102,0.004081758343142595,0.010004997253417969,2019-08-07 13:39:46:169,-7.104887286986781,0.05210545321561799,0,-26.689132690429688,40.18363952636719,-37.18486022949219
0.07115040719509125,0.08044443279504776,9.78664493560791,-0.005388890341167176,-0.004328693453362062,0.0011515656795867992,0.019997358322143555,2019-08-07 13:39:46:179,-10.552030007419983,3.644667882716282,0,-26.689132690429688,40.18363952636719,-37.18486022949219
0.04480816051363945,0.14510267972946167,9.77467155456543,0.0012706381086377639,-0.005127837096204061,-0.00018034003963255039,0.0299990177154541,2019-08-07 13:39:46:189,-13.932856690681414,7.154051349463973,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.07253457605838776,0.2289189100265503,9.743539810180664,-0.00272507906527493,-0.005926980478971734,-0.00018034003963255039,0.03999924659729004,2019-08-07 13:39:46:199,-10.059401958412046,10.585582804550967,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.04619232565164566,0.14749743044376373,9.839329719543457,-0.004856128085988727,0.003929121761978225,-0.004708819387450467,0.05000615119934082,2019-08-07 13:39:46:209,-6.265801285715649,13.959423067755129,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.03661332651972771,0.14749743044376373,9.8944091796875,-0.004323365830810277,-0.005127837096204061,-0.00604072502539659,0.060005903244018555,2019-08-07 13:39:46:219,-2.541846390884345,17.265581041156693,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.13000856339931488,0.17144492268562317,9.853697776794434,-0.004056984703221053,-0.006459742734150184,-0.013765778765781403,0.07000327110290527,2019-08-07 13:39:46:229,1.0974985167255138,20.502610987714093,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.15635080635547638,0.07326018065214157,9.841724395751953,-0.004856128085988727,0.002330834996442878,-0.015097683883578876,0.07999873161315918,2019-08-07 13:39:46:239,4.656037293758825,23.686754389506092,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.22340381145477295,0.0038124416023492813,9.949487686157227,-0.0019259356825072562,0.0033963595067997765,-0.017761495159471122,0.09000396728515625,2019-08-07 13:39:46:249,8.135282660978273,26.813662186613296,0,-26.689132690429688,40.18363952636719,-37.18486022949219
-0.2545355558395386,-0.14705678820610046,9.930330276489258,-0.008052702137208073,-0.004062312325772837,-0.019093400277268593,0.10000276565551758,2019-08-07 13:39:46:259,11.54549188465664,22.698878434528254,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.22579854726791382,-0.015345555730164051,9.971040725708008,-0.0019259356825072562,-0.0048614559686148365,-0.017761495159471122,0.11000227928161621,2019-08-07 13:39:46:269,14.891366293390796,18.64774580046346,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.22340381145477295,-0.1183197945356369,9.863277435302734,0.0010042569160299579,-0.004062312325772837,-0.018027875766911696,0.12006664276123047,2019-08-07 13:39:46:279,18.169884013512977,14.687969100791037,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.19706155359745026,-0.14945153892040253,9.824960708618164,-0.0029914601928641544,0.0031299783792105513,-0.017761495159471122,0.13002419471740723,2019-08-07 13:39:46:289,21.38175549694248,10.813311941110468,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.10127156972885132,-0.099161796271801,9.882434844970703,0.003135306001762336,0.0028635972516213265,-0.014564921628400425,0.14000368118286133,2019-08-07 13:39:46:299,24.5407732675426,7.00678674229791,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.08211357146501541,-0.11353029310703278,9.887224197387695,-0.0011267922997395827,-0.0013985010498805918,-0.0158968277864952,0.15007853507995605,2019-08-07 13:39:46:309,27.64123230617041,3.2804458612292833,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.12521906197071075,-0.06803005188703537,9.846513748168945,0.00020511348449834825,-0.0013985010498805918,-0.011368348097329731,0.15999865531921387,2019-08-07 13:39:46:319,30.674614710657657,-0.37736024527481726,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.09169257432222366,-0.0464773029088974,9.829751014709473,0.004467211899782784,0.008723982578732917,-0.00950367968405651,0.17000389099121094,2019-08-07 13:39:46:329,33.645532480217476,-3.9669045773744993,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.10127156972885132,-0.05126680061221123,9.839329719543457,0.00047149462834221814,0.002597216124032102,-0.0068398684081642635,0.18000411987304688,2019-08-07 13:39:46:339,36.55936951287824,-7.481860615920475,0,-25.789499282836914,40.18363952636719,-36.28522491455078
-0.09408731758594513,-0.04887205362319946,9.868066787719727,0.003135306001762336,-0.0027304066878267143,0.00035242226430983473,0.1900029182434082,2019-08-07 13:39:46:349,39.418789629633714,-10.928308508963358,0,-25.789499282836914,40.18363952636719,-36.28522491455078
