ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Pitch (Deg),Roll (Deg),Heading (Deg),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.11591067165136337,0.1902245432138443,9.810966491699219,-0.0018007365525403206,-0.006019680851298459,0.003474409372239163,3.5864623259593125,3.5777846595775196,0,0.0,2019-08-06 14:48:41:386
-0.13746342062950134,0.23811954259872437,9.820545196533203,-0.00020244967322245603,-0.004421394085763112,0.0010769789638618162,7.09964312642645,7.078492755997864,0,0.0038225650787353516,2019-08-06 14:48:41:390
-0.11112117767333984,0.262067049741745,9.851676940917969,-0.001534355424951096,-0.0014912016822816417,0.0005442166761740764,10.544970018139194,10.506698827079793,0,0.006742238998413086,2019-08-06 14:48:41:393
-0.08717367798089981,0.262067049741745,9.83491325378418,-0.00020244967322245603,-0.005220537468530785,1.1454389502251989e-05,13.924867112120683,13.866074281738102,0,0.009994268417358398,2019-08-06 14:48:41:396
-0.06322617828845978,0.2285405397415161,9.846887588500977,-0.0004688308170663259,-0.0017575828098708665,-0.0010540701868891429,17.23938851543548,17.162261962430726,0,0.0138092041015625,2019-08-06 14:48:41:400
-0.14464767277240753,0.25727754831314087,9.818150520324707,-0.0007352119771648412,-0.002023963937460091,0.002941646856986388,20.47805786842987,20.38911859468866,0,0.01678609848022461,2019-08-06 14:48:41:403
-0.2500166594982147,0.20698779821395874,9.878019332885742,0.0016622183661939237,-0.005753299723709235,0.0016097412190402653,23.640537319607624,23.557027886785697,0,0.019999265670776367,2019-08-06 14:48:41:406
-0.15662142634391785,0.25967228412628174,9.849282264709473,0.000863074918407669,-0.004421394085763112,0.0005442166761740764,26.750453014946633,26.655497865793162,0,0.023813962936401367,2019-08-06 14:48:41:410
-0.08477892726659775,0.2548827826976776,9.650518417358398,0.004592411159786882,-0.0022903450650493154,0.0013433600914510408,29.805753325428718,29.69137614103208,0,0.026736736297607422,2019-08-06 14:48:41:413
-0.18775317072868347,0.2357247918844223,9.861255645751953,-0.0007352119771648412,-0.0030894884478169893,0.003474409372239163,32.78838975993168,32.6702965236204,0,0.030002355575561523,2019-08-06 14:48:41:416
-0.12548966705799103,0.2429090440273285,9.86365032196045,0.00033031263071992917,-0.003888631830584663,0.002408884601807939,35.718883084038616,35.588604907834046,0,0.03384566307067871,2019-08-06 14:48:41:420
-0.17098991572856903,0.20698779821395874,9.84449291229248,-0.002599880065345157,-0.006019680851298459,0.0010769789638618162,38.585588192202636,38.453167738882286,0,0.036757707595825195,2019-08-06 14:48:41:423
