ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,Pitch (Deg),Roll (Deg),Heading (Deg),MagX,MagY,MagZ
0.1962832659482956,-0.2020282745361328,9.778337478637695,0.0023929017341525857,-0.0012322792262649154,0.00438356835575693,0.0,2019-07-25 11:35:35:022,-3.5770008089493266,-3.5763278351429717,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.21783600747585297,-0.17808076739311218,9.787917137145996,-0.0026683399501170064,-0.006027139782945282,0.0017197566897531966,0.00998544692993164,2019-07-25 11:35:35:032,-7.076582652923758,-7.082458771261884,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.1962832659482956,-0.18047551810741425,9.728048324584961,0.0013273772237956873,-0.0006995169060678851,0.0009206132419669414,0.019982337951660156,2019-07-25 11:35:35:042,-10.511540290974551,-10.520298006891172,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.18670426309108734,-0.1972387731075287,9.819048881530762,-0.0018691964373121703,-0.00016675460212549993,-0.0006776736536055686,0.03000473976135254,2019-07-25 11:35:35:052,-13.87942926119076,-13.885824820172282,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.20346751809120178,-0.15892277657985687,9.759180068969727,-0.0005372907668567566,-0.0006995169060678851,0.003051662457736482,0.03998374938964844,2019-07-25 11:35:35:062,-17.17756118024615,-17.18914832521175,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.18430951237678528,-0.17568601667881012,9.814258575439453,-0.0016028153097229455,-0.003896090502157161,-0.0009440547811947932,0.04998373985290527,2019-07-25 11:35:35:072,-20.410304808091578,-20.423954422974585,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.21065175533294678,-0.15892277657985687,9.821443557739258,-0.004266626715652354,-0.004162471629746385,0.0006542321143777169,0.05998706817626953,2019-07-25 11:35:35:082,-23.575186714728805,-23.594538156789906,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.22023075819015503,-0.170896515250206,9.82623291015625,-0.00027090962301288673,-0.0020314226090325893,0.002252519074968808,0.06998443603515625,2019-07-25 11:35:35:092,-26.676864069015195,-26.70256771822691,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.19867801666259766,-0.1828702688217163,9.759180068969727,-0.002135577564901395,-0.00043313574596936985,-0.0014768171013918236,0.07999944686889648,2019-07-25 11:35:35:102,-29.719757816064064,-29.745845463065592,0,0.8996337056159973,44.381927490234375,-22.790719985961914
0.16754627227783203,-0.16850177943706512,9.780732154846191,-0.00400024558806313,-0.0030969471193894875,-0.0001449113496631835,0.08998560905456543,2019-07-25 11:35:35:112,-32.703998247103044,-32.728945727478845,0,-0.7496947646141052,43.33235549926758,-23.540414810180664
0.1364145278930664,-0.22118626534938812,9.773548126220703,-0.0016028153097229455,-0.0012322792262649154,-0.0004112924935070534,0.09998416900634766,2019-07-25 11:35:35:122,-35.63323335338211,-35.64753804553292,0,-0.7496947646141052,43.33235549926758,-23.540414810180664
0.16036202013492584,-0.18047551810741425,9.728048324584961,-0.00400024558806313,-0.0020314226090325893,-0.0014768171013918236,0.10999226570129395,2019-07-25 11:35:35:132,-38.500538986062686,-38.5110826558112,0,-0.7496947646141052,43.33235549926758,-23.540414810180664
0.13401977717876434,-0.2020282745361328,9.7855224609375,-0.0010700530545444964,-0.0006995169060678851,0.001986137817342421,0.11998581886291504,2019-07-25 11:35:35:142,-41.3144425236784,-41.31660576810857,0,-0.7496947646141052,43.33235549926758,-23.540414810180664
