ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,Pitch (Deg),Roll (Deg),Heading (Deg),MagX,MagY,MagZ
-1.5911531448364258,-1.2725389003753662,9.900070190429688,0.22110726838339062,0.027823777043360955,-0.035857832891749264,24.060031175613403,2019-07-25 15:27:05:690,25.74931700703444,-6.286678097580861,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-4.996487140655518,0.59297114610672,6.636026382446289,0.33405287896478947,0.02755739643592038,-0.027600017416334655,24.07004952430725,2019-07-25 15:27:05:700,28.079282458588906,-2.850982555005784,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-0.5973320007324219,-2.132253885269165,13.099455833435059,-0.16114967519443052,0.08030086490007335,0.16525993144183154,24.08006000518799,2019-07-25 15:27:05:710,31.02034342613371,-6.118478868372015,0,-70.32136535644531,15.44371223449707,-32.53675079345703
0.39648911356925964,-0.024874264374375343,12.033792495727539,-0.2064344658443014,-0.3554986827224387,0.2158723425628923,24.09003210067749,2019-07-25 15:27:05:720,27.03673352345924,-9.478151424282395,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-3.5189266204833984,1.9795312881469727,8.214166641235352,-0.11586487622218122,0.019832342175386916,0.17431689290075708,24.10007071495056,2019-07-25 15:27:05:730,29.62101681649168,-5.894266207474775,0,-70.32136535644531,15.44371223449707,-32.53675079345703
3.497689962387085,-0.6546934247016907,13.386825561523438,-0.221085430462452,-0.07473296071953106,0.1721858480412325,24.11003351211548,2019-07-25 15:27:05:740,25.76325902718032,-9.19670624416123,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-5.676596164703369,-1.0594061613082886,8.365035057067871,0.18328114306423424,-0.10510041238559456,-0.02040772645127694,24.120052337646484,2019-07-25 15:27:05:750,28.223894552946483,-12.571519791700577,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-4.984513282775879,1.0934737920761108,10.977707862854004,-0.06445331703701493,0.06165418076734113,0.15993231097064167,24.130053997039795,2019-07-25 15:27:05:760,30.736376344068464,-8.797660682536499,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-2.8915021419525146,-0.5397454500198364,14.69675350189209,-0.3332318929797453,-0.343511528339883,0.2989832751766764,24.140049934387207,2019-07-25 15:27:05:770,33.69184259021036,-11.992608825989064,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-0.9278074502944946,0.5881816744804382,9.454647064208984,-0.14676509326431506,0.16314539818106544,0.2001558638373578,24.15005874633789,2019-07-25 15:27:05:780,36.414226516955445,-8.141472266112796,0,-70.32136535644531,15.44371223449707,-32.53675079345703
1.3998892307281494,3.0116684436798096,9.732437133789062,0.26426101417373693,-0.049160372470965503,0.016086490629190077,24.1600239276886,2019-07-25 15:27:05:790,32.27715216877845,-4.870398334054402,0,-70.32136535644531,15.44371223449707,-32.53675079345703
2.4727370738983154,3.440328598022461,2.6583468914031982,0.23895480861320653,0.0954845865719159,0.048318609668229505,24.170039176940918,2019-07-25 15:27:05:800,28.83647906728131,-2.3535014902875178,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-0.9709129333496094,0.9881048798561096,7.72324275970459,0.38599720352602607,0.3978271981147534,-0.05610280066912494,24.180052042007446,2019-07-25 15:27:05:810,31.492777818324477,0.9307375149874062,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-3.894902229309082,-1.0809588432312012,14.929044723510742,0.030911133922008577,-0.3115458055127437,-0.0012282834443324959,24.19005274772644,2019-07-25 15:27:05:820,31.671293013400692,0.9130254899674171,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-6.1435723304748535,-2.3884921073913574,8.863142967224121,-0.23786743994012718,0.030221206671515323,0.08987406349155393,24.20003628730774,2019-07-25 15:27:05:830,33.926363216745905,-2.270250274581401,0,-70.32136535644531,15.44371223449707,-32.53675079345703
0.827544093132019,0.9952890872955322,15.202045440673828,-0.462160348329957,-0.11548927896231757,0.2624890466529391,24.21004819869995,2019-07-25 15:27:05:840,29.775078239105966,1.5600492250267697,0,-70.32136535644531,15.44371223449707,-32.53675079345703
-1.8593651056289673,-0.6427196860313416,10.505941390991211,-0.1568875688306245,-0.2105873493139005,0.047253083077278005,24.22003960609436,2019-07-25 15:27:05:850,32.69699142609997,-1.9131191294068217,0,-70.32136535644531,15.44371223449707,-32.53675079345703
